"xsite","zip","eviction_count","evict_pct","fully_vaccinated","vax_pct","pop_2019","white_2019","black_2019","hisp_2019","asian_2019","other_2019","renter_hh_2019","nonwhite_pct","white_pct","black_pct","hisp_pct","asian_pct","other_pct","majority_race","over_15_pop"
"INDIANAPOLIS","46204",168,0.0505719446116797,4775,0.578787878787879,8356,5384,2015,335,439,183,3322,35.5672570607946,64.4327429392054,24.1144088080421,4.00909526089038,5.25370990904739,2.19004308281474,"WHITE",8250
"PHOENIX","85363",66,0.0505359877488515,2543,0.482085308056872,6802,3621,324,2438,85,334,1306,46.7656571596589,53.2343428403411,4.76330491032049,35.8423992943252,1.24963246104087,4.91032049397236,"WHITE",5275
"HOUSTON","77070",512,0.0504831394202327,19168,0.452769576000945,53057,23755,9999,13720,4779,804,10142,55.2273969504495,44.7726030495505,18.8457696439678,25.8589818497088,9.00729404225644,1.51535141451646,"NO MAJORITY",42335
"FORTWORTH","76052",36,0.0502793296089385,8282,0.488844292291347,22290,17021,2029,2637,343,260,716,23.6384028712427,76.3615971287573,9.10273665320772,11.8304172274563,1.53880663974877,1.16644235082997,"WHITE",16942
"DALLAS","75181",53,0.0501893939393939,9081,0.436712513224969,28263,6651,10011,9881,1085,635,1056,76.4674662986944,23.5325337013056,35.4208682730071,34.9609029473163,3.83894137211195,2.24675370625907,"NO MAJORITY",20794
"FORTWORTH","75052",381,0.0500328299409061,33254,0.445429704243463,95495,21785,26490,35279,9202,2739,7615,77.1872872925284,22.8127127074716,27.7396722341484,36.9432954604953,9.63610660243992,2.86821299544479,"NO MAJORITY",74656
"FORTWORTH","76001",97,0.0499227997941328,12722,0.481201301157425,33748,15660,9492,6234,1378,984,1943,53.5972502074197,46.4027497925803,28.1261111769586,18.4722057603414,4.08320493066256,2.91572833945715,"NO MAJORITY",26438
"DALLAS","75038",512,0.0497522106695171,11158,0.473217693710505,29990,5165,8488,5747,9589,1001,10291,82.7775925308436,17.2224074691564,28.3027675891964,19.1630543514505,31.9739913304435,3.33777925975325,"NO MAJORITY",23579
"FORTWORTH","76259",21,0.049645390070922,1640,0.357688113413304,6045,4911,221,615,104,194,423,18.7593052109181,81.2406947890819,3.65591397849462,10.1736972704715,1.72043010752688,3.20926385442514,"WHITE",4585
"HOUSTON","77040",403,0.0495816929133858,16266,0.424522392734106,47823,13499,6823,23079,3963,459,8128,71.7729962570311,28.2270037429689,14.2671936097694,48.2592058214667,8.2868076030362,0.959789222758924,"NO MAJORITY",38316
"PHOENIX","85340",119,0.0495626822157434,15254,0.554610238510762,35316,20025,2285,9543,1560,1903,2401,43.2976554536188,56.7023445463812,6.47015517046098,27.0217465171594,4.41726129799524,5.38849246800317,"WHITE",27504
"PHOENIX","85355",17,0.0495626822157434,4713,0.492940069030436,12998,8351,1212,2762,494,179,343,35.7516541006309,64.2483458993691,9.32451146330205,21.249422988152,3.80058470533928,1.37713494383751,"WHITE",9561
"HOUSTON","77396",380,0.0494469746258946,16764,0.374723383329235,58396,11384,20253,23927,1672,1160,7685,80.5055140763066,19.4944859236934,34.6821700116446,40.9736968285499,2.86320980889102,1.98643742722104,"NO MAJORITY",44737
"SOUTH BEND","46614",155,0.0489576753000632,12882,0.521728565064193,31035,24717,3237,1977,144,960,3166,20.3576607056549,79.6423392943451,10.4301594973417,6.37022716288062,0.463992266795553,3.09328177863702,"WHITE",24691
"HOUSTON","77099",549,0.0488521089161773,16463,0.410384883836873,52294,4081,15335,26264,6080,534,11238,92.1960454354228,7.8039545645772,29.3245879068344,50.2237350365243,11.6265728381841,1.02114965387999,"HISPANIC",40116
"HOUSTON","77530",147,0.0488209897044171,8952,0.362253156361282,33437,6281,4124,22563,62,407,3011,81.2154200436642,18.7845799563358,12.3336423722224,67.4791398749888,0.185423333433023,1.21721446302001,"HISPANIC",24712
"DALLAS","75228",679,0.048740219654009,20077,0.361682579715367,73976,17176,14747,39497,1433,1123,13931,76.7816589164053,23.2183410835947,19.9348437331026,53.3916405320645,1.93711473991565,1.51805991132259,"HISPANIC",55510
"HOUSTON","77056",336,0.0486603910209993,22169,1.13431232091691,22056,12947,1565,3318,3595,631,6905,41.2994196590497,58.7005803409503,7.0955749002539,15.0435255712731,16.2994196590497,2.86089952847298,"WHITE",19544
"PHOENIX","85260",340,0.048578368338334,23265,0.684264705882353,39861,32822,892,2957,2284,906,6999,17.6588645543263,82.3411354456737,2.2377762725471,7.41827851784953,5.72991144226186,2.2728983216678,"WHITE",34000
"HOUSTON","77032",136,0.0485367594575303,4192,0.421985101671029,14535,922,6006,7455,121,31,2802,93.656690746474,6.34330925352597,41.3209494324045,51.2899896800826,0.832473340213278,0.21327829377365,"HISPANIC",9934
"HOUSTON","77043",192,0.0484726079272911,10349,0.524743940776798,24803,10645,1009,10666,2165,318,3961,57.0818046204088,42.9181953795912,4.06805628351409,43.0028625569488,8.72878280853122,1.28210297141475,"NO MAJORITY",19722
"HOUSTON","77346",177,0.0482551799345693,24359,0.489205309983331,66805,34274,11905,17139,1890,1597,3668,48.6954569268767,51.3045430731233,17.8205224159868,25.6552653244518,2.82912955617095,2.3905396302672,"WHITE",49793
"HOUSTON","77562",46,0.0481171548117155,2837,0.330768333916288,10680,5711,612,4043,36,278,956,46.5262172284644,53.4737827715356,5.73033707865168,37.8558052434457,0.337078651685393,2.60299625468165,"WHITE",8577
"HOUSTON","77065",382,0.0480020105554159,13111,0.436102980308675,37793,14312,7893,11582,3416,590,7958,62.1305532770619,37.8694467229381,20.8848199402006,30.6458868044347,9.03871087238377,1.56113566004287,"NO MAJORITY",30064
"DALLAS","75044",239,0.0479438314944835,20041,0.555121599911362,43292,16703,6738,9704,8408,1739,4985,61.417813914811,38.582186085189,15.564076503742,22.4152268317472,19.4216021435831,4.0169084357387,"NO MAJORITY",36102
"HOUSTON","77064",326,0.047898912724067,17811,0.460125552197163,48637,13685,6736,18726,8039,1451,6806,71.8629849702901,28.1370150297099,13.8495384172544,38.5015523161379,16.5285687850813,2.98332545181652,"NO MAJORITY",38709
"PHOENIX","85262",23,0.0477178423236514,10030,0.91198399709038,11872,10855,315,344,288,70,482,8.56637466307278,91.4336253369272,2.65330188679245,2.89757412398922,2.42587601078167,0.589622641509434,"WHITE",10998
"DALLAS","75234",238,0.0476667334267975,14820,0.48606100360774,37160,12324,1746,19975,2368,747,4993,66.8353067814855,33.1646932185145,4.69860064585576,53.754036598493,6.3724434876211,2.01022604951561,"HISPANIC",30490
"HOUSTON","77389",117,0.0472154963680387,18319,0.675878099173554,38222,22014,2250,10323,2113,1522,2478,42.4048977028936,57.5951022971064,5.88666213175658,27.0080058604992,5.52822981528962,3.98199989534823,"WHITE",27104
"HOUSTON","77502",192,0.0470357667809897,11322,0.403435005701254,38199,5387,633,31595,244,340,4082,85.8975365847273,14.1024634152727,1.65711144270792,82.7115893086206,0.638760176967983,0.890075656430797,"HISPANIC",28064
"HOUSTON","77071",207,0.0470347648261759,10288,0.464364703227262,28888,4487,12933,9114,2140,214,4401,84.4675990030462,15.5324009969538,44.7694544447521,31.5494322902243,7.40792024369981,0.740792024369981,"NO MAJORITY",22155
"PHOENIX","85050",159,0.0466138962181179,18263,0.745732952225398,32039,24106,676,3476,2582,1199,3411,24.7604482037517,75.2395517962483,2.10992852461063,10.8492774431162,8.05892818127907,3.74231405474578,"WHITE",24490
"FORTWORTH","76104",175,0.0462351387054161,5961,0.436959390118751,18344,2986,6569,8332,263,194,3785,83.7221979938945,16.2778020061055,35.8100741386829,45.4208460532054,1.4337112952464,1.0575665067597,"NO MAJORITY",13642
"PHOENIX","85322",3,0.0461538461538462,236,0.400679117147708,670,362,1,306,0,1,65,45.9701492537313,54.0298507462687,0.149253731343284,45.6716417910448,0,0.149253731343284,"WHITE",589
"FORTWORTH","76040",293,0.0461126849228832,10496,0.431951932178279,31519,12950,6498,7096,3507,1468,6354,58.9136711190076,41.0863288809924,20.6161362987404,22.5134046130905,11.1266220375012,4.65750816967543,"NO MAJORITY",24299
"FORTWORTH","76155",138,0.0456500165398611,1869,0.380109823062843,5813,1374,1939,1205,930,365,3023,76.3633235850679,23.636676414932,33.3562704283502,20.7293996215379,15.998623774299,6.27902976088078,"NO MAJORITY",4917
"HOUSTON","77074",394,0.0455912983105763,11572,0.386454715468875,40978,6659,5298,25218,2860,943,8642,83.7498169749622,16.2501830250378,12.9288886719703,61.5403387183367,6.97935477573332,2.30123480892186,"HISPANIC",29944
"FORTWORTH","76063",254,0.0453652437935346,27693,0.492302495911256,73216,41442,12321,13974,2953,2526,5599,43.397618006993,56.602381993007,16.8282888986014,19.0859921328671,4.03327141608392,3.45006555944056,"WHITE",56252
"FORTWORTH","75067",682,0.0447800393959291,23145,0.429773090206856,68196,27308,9362,21383,7744,2399,15230,59.9565956947622,40.0434043052378,13.7280778931316,31.3552114493519,11.3555047216846,3.51780163059417,"NO MAJORITY",53854
"DALLAS","75149",306,0.0447106954997078,15996,0.378191791185928,56473,16143,13761,24251,955,1363,6844,71.4146583323004,28.5853416676996,24.3673968090946,42.9426451578631,1.69107361039789,2.41354275494484,"NO MAJORITY",42296
"HOUSTON","77093",247,0.0446573856445489,11640,0.338244268154477,47135,2551,4423,39802,147,212,5531,94.5878858597645,5.41211414023549,9.38368515964782,84.4425586082529,0.311870160178212,0.449771931685584,"HISPANIC",34413
"HOUSTON","77586",137,0.0441365979381443,9076,0.491391445587439,22548,16604,889,4150,465,440,3104,26.3615398261487,73.6384601738513,3.94270001773993,18.4051800603158,2.06226716338478,1.95139258470818,"WHITE",18470
"PHOENIX","85083",25,0.0440140845070423,9778,0.640256678889471,19923,15139,284,1750,2250,500,568,24.0124479245094,75.9875520754906,1.4254881292978,8.78381769813783,11.2934798976058,2.50966219946795,"WHITE",15272
"DALLAS","75236",171,0.0438911704312115,4484,0.342055076664887,18137,1894,6461,9075,462,245,3896,89.5572586425539,10.4427413574461,35.6233114627557,50.0358383415118,2.5472790428406,1.35082979544577,"HISPANIC",13109
"HOUSTON","77035",349,0.043706950532248,12336,0.42830359002847,36931,9274,10050,15066,1988,553,7985,74.8883052178387,25.1116947821613,27.2129105629417,40.7949960737592,5.3830115621023,1.4973870190355,"NO MAJORITY",28802
"FORTWORTH","76164",89,0.0436702649656526,4553,0.381259420532574,15488,765,40,14541,79,63,2038,95.0606921487603,4.93930785123967,0.258264462809917,93.8855888429752,0.510072314049587,0.40676652892562,"HISPANIC",11942
"HOUSTON","77028",111,0.0430566330488751,4873,0.354065247402456,17425,337,11556,5255,0,277,2578,98.0659971305595,1.93400286944046,66.3185078909613,30.1578192252511,0,1.5896700143472,"BLACK",13763
"INDIANAPOLIS","46202",304,0.0430046682699109,10846,0.570301819329057,20504,11377,5627,836,1885,779,7069,44.5132657042528,55.4867342957472,27.4434256730394,4.07725321888412,9.19332813109637,3.79925868123293,"WHITE",19018
"HOUSTON","77076",234,0.0429831006612785,8476,0.321450242718447,36009,1754,2256,31766,169,64,5444,95.1289955288956,4.87100447110445,6.26510039156877,88.2168346802188,0.469327112666278,0.177733344441667,"HISPANIC",26368
"DALLAS","75104",198,0.0426816124164691,16622,0.445749530705283,49171,8498,25923,11368,1531,1851,4639,82.7174554107096,17.2825445892904,52.7200992454902,23.1193182973704,3.11362388399666,3.76441398385227,"BLACK",37290
"FORTWORTH","76014",232,0.0425766195632226,10059,0.375546014560388,35096,6795,9396,14361,3859,685,5449,80.6388192386597,19.3611807613403,26.772281741509,40.9191930704354,10.9955550490084,1.95178937770686,"NO MAJORITY",26785
"HOUSTON","77038",168,0.0420105026256564,8650,0.381342855883261,31912,1536,5220,22407,2572,177,3999,95.1867635998997,4.81323640010028,16.3574830784658,70.2149661569316,8.05966407620958,0.554650288292805,"HISPANIC",22683
"FORTWORTH","75007",225,0.0416975537435137,24937,0.535427491733585,55500,24828,5014,15532,8896,1230,5396,55.2648648648649,44.7351351351351,9.03423423423423,27.9855855855856,16.0288288288288,2.21621621621622,"NO MAJORITY",46574
"PHOENIX","85142",126,0.04155672823219,27555,0.524377711806349,71423,50321,1857,14561,1900,2784,3032,29.5451045181524,70.4548954818476,2.60000280021842,20.3869901852344,2.6602074961847,3.89790403651485,"WHITE",52548
"HOUSTON","77598",372,0.0413333333333333,7620,0.353104726598703,26460,10369,4141,9308,1807,835,9000,60.8125472411187,39.1874527588813,15.6500377928949,35.177626606198,6.8291761148904,3.1557067271353,"NO MAJORITY",21580
"DALLAS","75212",162,0.0411689961880559,7981,0.400331059390048,26720,2749,7582,15968,333,88,3935,89.7118263473054,10.2881736526946,28.375748502994,59.7604790419162,1.24625748502994,0.329341317365269,"HISPANIC",19936
"FORTWORTH","76060",28,0.0410557184750733,3070,0.461030184712419,8468,5096,848,1755,592,177,682,39.8205007085498,60.1794992914502,10.0141709966934,20.7250826641474,6.99102503542749,2.09022201228153,"WHITE",6659
"HOUSTON","77085",68,0.0409885473176612,6579,0.459042701646665,17991,1040,5380,11012,308,251,1659,94.2193318881663,5.78066811183369,29.9038408092935,61.2083819687622,1.71196709465844,1.39514201545217,"HISPANIC",14332
"DALLAS","75137",82,0.040959040959041,6792,0.426740387031918,19548,4780,8278,6062,205,223,2002,75.5473705749949,24.4526294250051,42.3470431757725,31.0108450992429,1.04870063433599,1.14078166564354,"NO MAJORITY",15916
"FORTWORTH","76114",158,0.0405856665810429,8069,0.385283865730793,26563,10905,484,14553,130,491,3893,58.9466551217859,41.0533448782141,1.82208334901931,54.7867334261943,0.489402552422543,1.84843579414976,"HISPANIC",20943
"HOUSTON","77013",143,0.0405213941626523,4364,0.292512903009585,19198,1589,4302,13132,21,154,3529,91.7230961558496,8.27690384415043,22.4085842275237,68.4029586415252,0.109386394416085,0.802166892384623,"HISPANIC",14919
"SOUTH BEND","46545",254,0.0404329831263929,10420,0.493745261561789,24685,19225,2115,1384,703,1258,6282,22.1186955641078,77.8813044358922,8.56795624873405,5.60664371075552,2.84788332995746,5.09621227466073,"WHITE",21104
"HOUSTON","77086",129,0.0402621722846442,8299,0.389825731598478,28636,2285,4958,18818,2467,108,3204,92.0205335940774,7.97946640592262,17.3138706523257,65.7144852633049,8.61503003212739,0.377147646319318,"HISPANIC",21289
"FORTWORTH","76012",159,0.0401921132457027,10764,0.505755767513978,25719,15804,3506,4877,851,681,3956,38.5512656013064,61.4487343986936,13.6319452544811,18.962634628096,3.30883782417668,2.64784789455267,"WHITE",21283
"HOUSTON","77057",539,0.040014847809948,17484,0.507032450772845,41690,19187,3294,14806,3480,923,13470,53.9769728951787,46.0230271048213,7.90117534180859,35.5145118733509,8.34732549772128,2.21396018229791,"NO MAJORITY",34483
"HOUSTON","77003",103,0.04,4921,0.589270746018441,9707,2296,2552,4222,403,234,2575,76.3469661069331,23.6530338930669,26.2903059647677,43.4943854950036,4.1516431441228,2.41063150303904,"NO MAJORITY",8351
"HOUSTON","77505",109,0.0399560117302053,8247,0.433664615870011,24223,11499,358,10855,997,514,2728,52.5285885315609,47.4714114684391,1.47793419477356,44.8127812409693,4.11592288321017,2.12195021260785,"NO MAJORITY",19017
"DALLAS","75217",394,0.039918946301925,19802,0.310561149273862,89163,4832,21203,62781,203,144,9870,94.580711730202,5.41928826979801,23.7800432914998,70.4114935567444,0.227672913652524,0.161501968305239,"HISPANIC",63762
"HOUSTON","77345",42,0.0395480225988701,11768,0.536127562642369,27993,22226,587,3289,1342,549,1062,20.6015789661701,79.3984210338299,2.09695280963098,11.7493659129068,4.79405565677134,1.961204586861,"WHITE",21950
"FORTWORTH","76053",192,0.0394736842105263,9924,0.419566228385406,30765,16377,3595,8130,1429,1234,4864,46.7674305216967,53.2325694783033,11.6853567365513,26.4261335933691,4.64488867219243,4.01105151958394,"WHITE",23653
"SOUTH BEND","46617",53,0.0394345238095238,6076,0.778176229508197,9689,6737,1822,670,141,319,1344,30.4675405098565,69.5324594901435,18.8048302198369,6.91505831355145,1.45525854061307,3.29239343585509,"WHITE",7808
"INDIANAPOLIS","46113",54,0.0393873085339169,4877,0.407367190110257,15505,13608,1261,549,65,22,1371,12.234762979684,87.765237020316,8.13286036762335,3.54079329248629,0.419219606578523,0.141889712995808,"WHITE",11972
"DALLAS","75203",181,0.0392709915382946,4014,0.293678665496049,17367,1462,6074,9453,147,231,4609,91.5817354753268,8.41826452467323,34.9743766914263,54.4308170668509,0.846432889963724,1.33010882708585,"HISPANIC",13668
"SOUTH BEND","46554",10,0.0389105058365759,1482,0.373393801965231,4878,4698,8,124,20,28,257,3.690036900369,96.309963099631,0.1640016400164,2.5420254202542,0.410004100041,0.574005740057401,"WHITE",3969
"HOUSTON","77018",125,0.0386877127824203,12250,0.564256103178259,28229,15339,1586,10019,741,544,3231,45.6622622126182,54.3377377873818,5.61833575401183,35.4918700627015,2.62496014736618,1.92709624853874,"WHITE",21710
"FORTWORTH","75010",245,0.0386740331491713,16356,0.651218346870521,30406,13076,4152,4229,7886,1063,6335,56.9953298691048,43.0046701308952,13.6551996316516,13.9084391238571,25.9356705913307,3.49602052226534,"NO MAJORITY",25116
"FORTWORTH","76266",47,0.0385561936013126,4724,0.365238905211072,16112,12009,562,3268,53,220,1219,25.4654915590864,74.5345084409136,3.48808341608739,20.2830188679245,0.328947368421053,1.36544190665343,"WHITE",12934
"HOUSTON","77507",7,0.0384615384615385,199,0.667785234899329,312,213,45,54,0,0,182,31.7307692307692,68.2692307692308,14.4230769230769,17.3076923076923,0,0,"WHITE",298
"INDIANAPOLIS","46278",14,0.0383561643835616,5121,0.692401297998918,8859,5070,2382,809,289,309,365,42.7700643413478,57.2299356586522,26.8879105993905,9.13195620273168,3.26221921210069,3.48797832712496,"WHITE",7396
"PHOENIX","85361",13,0.0381231671554252,1939,0.366609945169219,6368,5040,69,878,170,211,341,20.8542713567839,79.1457286432161,1.08354271356784,13.7876884422111,2.66959798994975,3.31344221105528,"WHITE",5289
"HOUSTON","77025",281,0.0380862022228246,15091,0.642197540320865,28540,13705,3046,5636,5139,1014,7378,51.97967764541,48.02032235459,10.6727400140154,19.7477224947442,18.0063069376314,3.55290819901892,"NO MAJORITY",23499
"HOUSTON","77020",182,0.0379641218189403,7850,0.389713548130864,26357,968,5768,19391,41,189,4794,96.3273513677581,3.67264863224191,21.8841294532762,73.570588458474,0.155556398679668,0.717077057328224,"HISPANIC",20143
"HOUSTON","77039",116,0.0378590078328982,7126,0.337501184048499,28877,1408,2476,24670,194,129,3064,95.1241472452125,4.87585275478755,8.57429788412924,85.4313121169097,0.671814939224989,0.446722304948575,"HISPANIC",21114
"PHOENIX","85342",6,0.0377358490566038,477,0.310749185667752,1637,1456,13,113,15,40,159,11.0568112400733,88.9431887599267,0.794135613927917,6.90287110568112,0.916310323762981,2.44349419670128,"WHITE",1535
"HOUSTON","77061",207,0.0376021798365123,6888,0.347510216437112,26253,2165,5891,16671,1431,95,5505,91.7533234297033,8.24667657029673,22.4393402658744,63.5013141355274,5.4508056222146,0.361863406086923,"HISPANIC",19821
"PHOENIX","85374",222,0.0373171961674231,24082,0.574749403341289,48430,35684,2012,8937,632,1165,5949,26.3183976873839,73.6816023126161,4.15444972124716,18.4534379516828,1.30497625438778,2.40553376006607,"WHITE",41900
"FORTWORTH","76118",49,0.0372623574144487,6120,0.478985677389058,16378,8607,1368,3867,1376,1160,1315,47.4477958236659,52.5522041763341,8.35266821345708,23.6109415068995,8.40151422640127,7.08267187690805,"WHITE",12777
"DALLAS","75211",401,0.0371571534469978,20832,0.360833492110232,77570,6187,4857,65515,439,572,10792,92.0239783421426,7.97602165785742,6.26144127884491,84.4591981436122,0.565940440892097,0.737398478793348,"HISPANIC",57733
"PHOENIX","85254",204,0.0370841665151791,27378,0.702666632446167,47185,36653,623,3235,4787,1887,5501,22.3206527498146,77.6793472501854,1.3203348521776,6.85599237045671,10.1451732542121,3.9991522729681,"WHITE",38963
"HOUSTON","77571",119,0.0370716510903427,11299,0.370483310381009,37427,21232,2075,12635,384,1101,3210,43.2709006866701,56.7290993133299,5.54412589841558,33.7590509525209,1.02599727469474,2.94172656103882,"WHITE",30498
"DALLAS","75062",349,0.0365751414797736,15544,0.405319426336375,49306,11807,7505,23259,4875,1860,9542,76.0536243053584,23.9463756946416,15.2212712448789,47.1727578793656,9.88723481929177,3.77236036182209,"NO MAJORITY",38350
"HOUSTON","77072",346,0.0364748049757537,20241,0.425159637035792,61122,3235,10787,32824,13913,363,9486,94.7073066980793,5.29269330192075,17.648309937502,53.7024312031674,22.7626713785544,0.593894178855404,"HISPANIC",47608
"HOUSTON","77080",312,0.036325532658051,13499,0.388818480327208,45586,10148,1823,31502,1694,419,8589,77.7387794498311,22.2612205501689,3.99903479138332,69.1045496424341,3.71605317422016,0.919141841793533,"HISPANIC",34718
"FORTWORTH","76137",273,0.0360348468848997,19843,0.421626330663154,60385,30964,6630,15681,5267,1843,7576,48.7223648257017,51.2776351742983,10.9795479009688,25.9683696282189,8.72236482570175,3.05208247081229,"WHITE",47063
"DALLAS","75134",118,0.035931790499391,5502,0.335631062038675,21879,1177,15723,4238,198,543,3284,94.6204122674711,5.37958773252891,71.8634306869601,19.3701723113488,0.904977375565611,2.4818318935966,"BLACK",16393
"FORTWORTH","76126",56,0.035828534868842,10826,0.604433029981576,23450,18694,799,3098,242,617,1563,20.2814498933902,79.7185501066098,3.40724946695096,13.2110874200426,1.0319829424307,2.63113006396588,"WHITE",17911
"FORTWORTH","76209",175,0.0355618776671408,9449,0.461061774177808,25689,13628,2607,8329,409,716,4921,46.9500564443925,53.0499435556075,10.1483125072988,32.4224376192144,1.59212114134454,2.7871851765347,"WHITE",20494
"HOUSTON","77022",183,0.035205848403232,8550,0.39869433434367,27924,1384,5273,21035,157,75,5198,95.0436900157571,4.95630998424294,18.8833977940123,75.3294656925942,0.562240366709641,0.268586162440911,"HISPANIC",21445
"PHOENIX","85259",75,0.0348189415041783,15029,0.73714930351187,23364,18800,307,1849,1854,554,2154,19.5343263139873,80.4656736860127,1.31398733093648,7.91388460879986,7.93528505392912,2.37116932032186,"WHITE",20388
"AUSTIN","78617",52,0.0344370860927152,7492,0.335347567253033,28930,3718,1937,22374,354,547,1510,87.148288973384,12.851711026616,6.69547182855168,77.3384030418251,1.22364327687522,1.89077082613204,"HISPANIC",22341
"FORTWORTH","75022",23,0.0340740740740741,13054,0.624982046248863,27201,18803,764,3272,3606,756,675,30.8738649314363,69.1261350685637,2.80872026763722,12.0289695231793,13.2568655564134,2.77930958420646,"WHITE",20887
"DALLAS","75223",74,0.0338827838827839,4780,0.421108272398908,14941,2790,1893,9979,165,114,2184,81.3265511009972,18.6734488990027,12.6698346830868,66.7893715280102,1.10434375209156,0.763001137808714,"HISPANIC",11351
"DALLAS","75041",123,0.033874965574222,8976,0.397467121285923,30880,7694,2204,19722,696,564,3631,75.0841968911917,24.9158031088083,7.13730569948186,63.8665803108808,2.25388601036269,1.82642487046632,"HISPANIC",22583
"HOUSTON","77504",171,0.033754441373865,7191,0.38057687218841,24954,6023,1583,16152,884,312,5066,75.8635890037669,24.1364109962331,6.34367235713713,64.7270978600625,3.54251823354973,1.25030055301755,"HISPANIC",18895
"DALLAS","75231",473,0.0335508582777699,12135,0.38623126133868,40371,11684,10202,13367,4025,1093,14098,71.0584330336132,28.9415669663868,25.2706150454534,33.1104010304426,9.97002799038914,2.70738896732803,"NO MAJORITY",31419
"FORTWORTH","76015",116,0.0332855093256815,5607,0.407930156420517,16961,7859,2937,4400,912,853,3485,53.6642886622251,46.3357113377749,17.3161959790107,25.941866635222,5.37704144802783,5.02918459996462,"NO MAJORITY",13745
"PHOENIX","85266",7,0.0328638497652582,8676,0.720598006644518,13253,11721,64,423,560,485,213,11.5596468724062,88.4403531275938,0.482909529917754,3.19173017430016,4.22545838678035,3.65954878140798,"WHITE",12040
"PHOENIX","85253",42,0.0326340326340326,12214,0.743848964677223,18811,15683,267,1497,800,564,1287,16.6285683908351,83.3714316091648,1.41938227632768,7.95810961671363,4.25283079049492,2.99824570729892,"WHITE",16420
"FORTWORTH","76205",147,0.0326086956521739,6673,0.360839236467853,21326,11573,2885,4912,1206,750,4508,45.7329081871893,54.2670918128107,13.5280877801744,23.0329175654131,5.65506892994467,3.51683391165713,"WHITE",18493
"DALLAS","75226",59,0.032258064516129,1976,0.483602545276554,4579,1721,906,1798,69,85,1829,62.4153745359249,37.5846254640751,19.7859794715003,39.2662153308583,1.5068792312732,1.85630050229308,"NO MAJORITY",4086
"FORTWORTH","75068",125,0.0322248002062387,23411,0.482930049301731,65991,34872,10703,14203,3347,2866,3879,47.1564304223303,52.8435695776697,16.2188783318937,21.5226318740434,5.07190374445,4.34301647194314,"WHITE",48477
"HOUSTON","77506",216,0.0321955582053957,8678,0.314602668213457,38765,3069,540,34849,70,237,6709,92.083064620147,7.91693537985296,1.39300915774539,89.8981039597575,0.180575261189217,0.611376241454921,"HISPANIC",27584
"HOUSTON","77029",69,0.032137866790871,5859,0.428226867417044,17781,1236,3534,12931,0,80,2147,93.0487599122659,6.9512400877341,19.8751476294922,72.7236938304932,0,0.449918452280524,"HISPANIC",13682
"DALLAS","75048",33,0.0321011673151751,11448,0.565808332921465,25598,14120,2490,4317,3688,983,1028,44.8394405812954,55.1605594187046,9.72732244706618,16.864598796781,14.4073755762169,3.84014376123135,"WHITE",20233
"DALLAS","75233",86,0.0320297951582868,4405,0.329888414588482,17280,1818,5594,9632,115,121,2685,89.4791666666667,10.5208333333333,32.3726851851852,55.7407407407407,0.665509259259259,0.700231481481481,"HISPANIC",13353
"HOUSTON","77087",166,0.0319108035371011,12054,0.425290195109904,37886,1422,5135,30855,250,224,5202,96.2466346407644,3.7533653592356,13.5538193527952,81.4416935015573,0.659874359921871,0.591247426489996,"HISPANIC",28343
"FORTWORTH","76179",161,0.0318938193343899,21718,0.445460885260697,65496,39081,4352,17948,2250,1865,5048,40.3307072187615,59.6692927812385,6.64468059118114,27.4032001954318,3.43532429461341,2.84750213753512,"WHITE",48754
"HOUSTON","77036",688,0.0318784171995181,19507,0.3478982004958,74472,6024,10115,46031,11010,1292,21582,91.911053818885,8.08894618111505,13.5822859598238,61.8098077129659,14.7840799226555,1.73488022343968,"HISPANIC",56071
"HOUSTON","77091",187,0.0318297872340426,7118,0.341358143103779,27750,2386,12128,12552,223,461,5875,91.4018018018018,8.5981981981982,43.7045045045045,45.2324324324324,0.803603603603604,1.66126126126126,"NO MAJORITY",20852
"HOUSTON","77011",107,0.0317979197622585,6251,0.452544704264099,17447,709,216,16313,175,34,3365,95.9362641141744,4.06373588582564,1.23803519229667,93.5003152404425,1.00303777153665,0.19487590989855,"HISPANIC",13813
"HOUSTON","77037",47,0.0315436241610738,5238,0.370464672183323,18966,923,135,17827,50,31,1490,95.1333966044501,4.86660339554993,0.711800063271117,93.9945165032163,0.263629653063377,0.163450384899293,"HISPANIC",14139
"HOUSTON","77336",36,0.031496062992126,3238,0.317606669936243,13156,10198,258,2473,25,202,1143,22.484037701429,77.515962298571,1.961082395865,18.7975068409851,0.190027363940407,1.53542110063849,"WHITE",10195
"DALLAS","75001",212,0.0314633422380528,7247,0.554433478693291,14992,6460,2185,3893,1495,959,6738,56.9103521878335,43.0896478121665,14.574439701174,25.9671824973319,9.97198505869797,6.39674493062967,"NO MAJORITY",13071
"DALLAS","75254",306,0.0313813967798175,8625,0.414384548861343,26929,7950,4896,11348,1772,963,9751,70.4779234282744,29.5220765717256,18.1811430056816,42.1404433881689,6.58026662705633,3.57607040736752,"NO MAJORITY",20814
"DALLAS","75214",236,0.0313038864570898,18199,0.643597269865969,34824,24943,2290,5712,1019,860,7539,28.3741098093269,71.6258901906731,6.5759246496669,16.4024810475534,2.92614288996095,2.46956122214565,"WHITE",28277
