"state","union_any","dem_proportion","rep_proportion","other_proportion","year"
"Kansas","union_hh_yes",0.450642434800025,0.514501110441807,0.0348564547581685,2020
"Kentucky","union_hh_no",0.333761800879432,0.64465755887759,0.021580640242978,2020
"Kentucky","union_hh_yes",0.345935630540733,0.638491709977972,0.0155726594812949,2020
"Louisiana","union_hh_no",0.420119906618111,0.566992402653874,0.0128876907280154,2020
"Louisiana","union_hh_yes",0.478690931695199,0.493081972561081,0.0282270957437201,2020
"Maine","union_hh_no",0.504862378553964,0.476873468033,0.0182641534130363,2020
"Maine","union_hh_yes",0.539309480114527,0.414748560520855,0.0459419593646188,2020
"Maryland","union_hh_no",0.656657336678357,0.320056003665255,0.0232866596563885,2020
"Maryland","union_hh_yes",0.691551372212537,0.283708168696212,0.0247404590912514,2020
"Massachusetts","union_hh_no",0.638962911044751,0.337563521336203,0.0234735676190455,2020
"Massachusetts","union_hh_yes",0.704923997188864,0.27674777416246,0.0183282286486769,2020
"Michigan","union_hh_no",0.470445310973532,0.509254796950618,0.0202998920758504,2020
"Michigan","union_hh_yes",0.53218847567537,0.455051799946994,0.0127597243776365,2020
"Minnesota","union_hh_no",0.447311535484205,0.526152212149282,0.026536252366513,2020
"Minnesota","union_hh_yes",0.545748859106366,0.425188769543496,0.0290623713501378,2020
"Mississippi","union_hh_no",0.438484275022017,0.542837887892305,0.0186778370856782,2020
"Mississippi","union_hh_yes",0.58698763738611,0.411490411525941,0.00152195108794904,2020
"Missouri","union_hh_no",0.386989414299992,0.593922979117075,0.0190876065829327,2020
"Missouri","union_hh_yes",0.44541941860717,0.527614884536569,0.0269656968562609,2020
"Montana","union_hh_no",0.328831295996023,0.647538800195142,0.0236299038088346,2020
"Montana","union_hh_yes",0.483161703824833,0.495928832788577,0.0209094633865904,2020
"Nebraska","union_hh_no",0.429920258316721,0.519936464951013,0.0501432767322658,2020
"Nebraska","union_hh_yes",0.391455665181434,0.596250512636041,0.0122938221825242,2020
"Nevada","union_hh_no",0.533385584036827,0.439900717277163,0.0267136986860099,2020
"Nevada","union_hh_yes",0.492998926065212,0.469501903416073,0.0374991705187146,2020
"New Hampshire","union_hh_no",0.506043071222989,0.470833464739917,0.023123464037094,2020
"New Hampshire","union_hh_yes",0.589800054225809,0.395570735535291,0.0146292102389001,2020
"New Jersey","union_hh_no",0.576901223958574,0.408261222255898,0.0148375537855279,2020
"New Jersey","union_hh_yes",0.597220393970902,0.382133750917143,0.0206458551119555,2020
"New Mexico","union_hh_no",0.513959482599316,0.456113451125564,0.0299270662751202,2020
"New Mexico","union_hh_yes",0.567434350819031,0.420362121471181,0.0122035277097881,2020
"New York","union_hh_no",0.617887981611052,0.366767706926683,0.0153443114622652,2020
"New York","union_hh_yes",0.628696640616528,0.355038463752745,0.0162648956307272,2020
"North Carolina","union_hh_no",0.468448904477226,0.512052532842789,0.0194985626799858,2020
"North Carolina","union_hh_yes",0.510029298759779,0.474917879812586,0.0150528214276351,2020
"North Dakota","union_hh_no",0.311197661176724,0.668809851226764,0.0199924875965121,2020
"North Dakota","union_hh_yes",0.432048289292435,0.49141243782469,0.076539272882875,2020
"Ohio","union_hh_no",0.44788747242677,0.537260439036712,0.014852088536518,2020
"Ohio","union_hh_yes",0.47350005454407,0.500720496402342,0.0257794490535885,2020
"Oklahoma","union_hh_no",0.303123170748429,0.673405786861493,0.0234710423900776,2020
"Oklahoma","union_hh_yes",0.457701986001384,0.527879045763177,0.0144189682354393,2020
"Oregon","union_hh_no",0.543968942864605,0.425524380907239,0.030506676228156,2020
"Oregon","union_hh_yes",0.59200406540603,0.380051609709373,0.0279443248845968,2020
"Pennsylvania","union_hh_no",0.47945552050478,0.504363936773577,0.0161805427216431,2020
"Pennsylvania","union_hh_yes",0.506105041072152,0.485095408626482,0.0087995503013658,2020
"Rhode Island","union_hh_no",0.595687116885132,0.393297224037579,0.0110156590772891,2020
"Rhode Island","union_hh_yes",0.615553934548986,0.362301173177763,0.0221448922732517,2020
"South Carolina","union_hh_no",0.441607542418501,0.540843459591384,0.0175489979901144,2020
"South Carolina","union_hh_yes",0.414236446878558,0.580352153806702,0.00541139931474076,2020
"South Dakota","union_hh_no",0.378942090558203,0.602787105913263,0.018270803528534,2020
"South Dakota","union_hh_yes",0.263650626692457,0.706002909646608,0.0303464636609351,2020
"Tennessee","union_hh_no",0.352657067502801,0.621502460283341,0.0258404722138582,2020
"Tennessee","union_hh_yes",0.440571939200376,0.535506968105137,0.023921092694487,2020
"Texas","union_hh_no",0.462540060980048,0.519995388346394,0.0174645506735581,2020
"Texas","union_hh_yes",0.492166390786903,0.486779279839219,0.0210543293738777,2020
"Utah","union_hh_no",0.378615710254931,0.586045892825614,0.0353383969194551,2020
"Utah","union_hh_yes",0.49303635143071,0.449497883830337,0.0574657647389528,2020
"Vermont","union_hh_no",0.609278828369162,0.372739964887714,0.0179812067431239,2020
"Vermont","union_hh_yes",0.684123879168253,0.264892245051744,0.0509838757800036,2020
"Virginia","union_hh_no",0.552572288057493,0.424605766617765,0.0228219453247415,2020
"Virginia","union_hh_yes",0.537829239976613,0.446751524655233,0.0154192353681536,2020
"Washington","union_hh_no",0.572840190863763,0.386429100672939,0.0407307084632973,2020
"Washington","union_hh_yes",0.558707987277181,0.414611855878494,0.0266801568443247,2020
"West Virginia","union_hh_no",0.296529269698081,0.700300194877759,0.00317053542415968,2020
"West Virginia","union_hh_yes",0.3112398106122,0.662653480929724,0.0261067084580756,2020
"Wisconsin","union_hh_no",0.466103608768581,0.514199418813338,0.0196969724180803,2020
"Wisconsin","union_hh_yes",0.500369653691625,0.484795215227847,0.0148351310805279,2020
"Wyoming","union_hh_no",0.400811355384488,0.571754084704824,0.0274345599106882,2020
"Wyoming","union_hh_yes",0.154182579513101,0.845817420486899,0,2020
